Title,Header,Content,Mentioned_Countries,Mentioned_Swiss_Cities,Sentiment,Confidence,Original_Sentiment,Sentiment Score
le groupe feminin de k-pop blackpink decore par le roi charles iii,londres,"les quatre membres du groupe feminin de k-pop blackpink ont recu, mercredi, lune des decorations les plus elevees du royaume-uni des mains du roi charles iii, en reconnaissance de leur engagement dans la lutte contre le rechauffement climatique. les quatre chanteuses  jennie kim, jisoo kim, lalisa lisa manoban et roseanne rose park  ont ete faites membres de lordre de lempire britannique par le souverain, lors dune ceremonie au palais de buckingham. elles ont ete decorees en presence du president sud-coreen yoon suk yeol et de son epouse kim keon hee, actuellement en visite detat a londres. dans un communique, le palais explique quil recompense ainsi lengagement des quatre artistes lors de la cop26 qui setait deroulee a glasgow, en ecosse, en 2021. le groupe a encourage des millions de jeunes gens a sinteresser a la conference mondiale des nations unies sur le changement climatique, indique le palais. en 2021, les membres de blackpink, qui ont des dizaines de millions dabonnes sur les reseaux sociaux, avaient publie des videos pour encourager les jeunes a sinformer sur le changement climatique. blackpink, forme en 2016, a egalement ete nomme ambassadeur des objectifs de developpement durable des nations unies par le secretaire general de lonu, antonio guterres. le roi charles iii est engage en faveur de lenvironnement depuis de longues annees, et avait prononce le discours douverture de la cop26, a glasgow. il se rendra la semaine prochaine aux emirats arabes unis ou se deroule la cop28.",{'royaume-uni'},set(),positive,0.8375532031059270,positive,1
cest officiel: le port usb-c devient la norme de charge,suisse,"appareils photo, ordinateurs, telephones, boomboxes: on a tous a la maison un vieux carton avec divers cables de charge, en fonction des marques et de lage de nos appareils electroniques. eh bien, cest bientot de lhistoire ancienne. des le 1er janvier 2024, le port usb-c deviendra un standard obligatoire en suisse. ainsi en a decide le conseil federal, ce mercredi. il reprend pour lessentiel les reglementations dharmonisation deja adoptees par lunion europeenne, fin 2022. la norme usb-c est aujourdhui deja largement repandue. meme apple a fini par sy mettre, pour son iphone 15, presente en septembre dernier. la legislation suisse ne fait que sadapter a la tendance. toujours est-il que la modification, qui entrera egalement en vigueur dans toute lunion europeenne en 2024, permettra de reduire les dechets electroniques. et en plus de faciliter la vie des consommateurs, elle leur fera faire une economie potentielle estimee a 250 millions deuros par an a lechelle du continent.",{'suisse'},set(),neutral,0.6546891331672670,positive,0
lionel scaloni: il est temps darreter le ballon,football,"apres avoir rompu linvincibilite historique du bresil a domicile (1-0) lors des eliminatoires sud-americaines pour le mondial, mardi, largentin lionel scaloni a laisse planer le doute sur son avenir en tant que selectionneur des champions du monde. il y a une chose importante que je voulais dire : maintenant il est temps darreter le ballon, je dois penser a beaucoup de choses en ce moment. ces joueurs nous ont beaucoup donne et je dois beaucoup reflechir a ce que je vais faire, ce nest pas un adieu, mais la barre est tres haute et cest complique de continuer et de continuer a gagner, a declare scaloni, lors dune conference de presse au stade maracana de rio de janeiro. il est temps dy penser. je le dirai au president, je le dirai aux joueurs plus tard, car cette equipe a besoin dun entraineur qui a toute lenergie possible et qui va bien, a-t-il ajoute. sans donner davantage de details, le selectionneur champion de la copa america 2021 et de la coupe du monde 2022 a precise quil ne demissionnait pas et est ensuite parti. scaloni sest declare fier de son equipe, a lissue dun match retarde de pres dune demi-heure en raison de heurts entre supporters et policiers en tribunes. en concourant de cette maniere, ils savent quils forment une equipe solide, cest un groupe qui se soutient mutuellement et je suis vraiment fier de pouvoir les entrainer, a-t-il declare. le technicien de 45 ans a indique que messi avait ete remplace a la 78e minute, parce quil souffrait dune gene aux adducteurs. il a donne un coup de main a lequipe et nous savons ce que cela signifie, a-t-il explique. largentine terminera lannee 2023 en tant que leader des qualifications sud-americaines pour le mondial-2026, avec 15 points sur 18 possibles. les eliminatoires reprendront en septembre 2024.",set(),set(),negative,0.777434766292572,negative,-1
les aliments complets sont-ils vraiment plus sains?,alimentation,"des quil est question de conseils nutritionnels, le mot dordre est complet, quil sagisse de pain, de pates ou encore de biscuits. la couleur de ces produits est generalement plus foncee et leur gout est legerement different et ils sont effectivement plus sains que des produits a base de farine blanche. la principale difference entre la farine complete et la farine blanche reside dans le traitement des cereales. la farine blanche est obtenue exclusivement a partir de ce que lon appelle lendosperme, ce qui permet deliminer lenveloppe riche en fibres et le germe. le produit final est donc plus clair et plus fin. la farine complete, en revanche, est fabriquee a partir du grain entier. de ce fait, les cereales completes sont plus saines: les produits complets fournissent dimportantes vitamines b (b1, b2, b6) et de lacide folique, mais egalement des mineraux tels que le magnesium, le fer et le zinc et des substances vegetales secondaires, explique patrik jauch, conseiller en nutrition et membre de lassociation suisse des dieteticien-ne-s. de plus, les produits complets sont tres importants pour notre sante intestinale, ajoute-t-il. les cereales completes contribuent donc au bien-etre et au maintien de la sante. par ailleurs, les produits a base de cereales completes sont plus rassasiants et evitent les pics de glycemie, ce qui joue un role sur la quantite daliments ingeres et sur les fringales. mais loffre de produits complets ne sarrete pas aux pates et au pain. il existe aussi du riz complet, egalement appele riz brun ou riz cargo. comme pour la farine, il est obtenu en conservant une plus grande partie du grain. contrairement au riz traditionnel, la fine pellicule argentee et le germe restent intacts. et cest ce qui rend le riz plus sain: outre une teneur en fibres alimentaires legerement plus elevee, le riz complet contient quatre fois plus de magnesium et 20 fois plus de vitamine b6 que le riz blanc, explique le conseiller en nutrition. en raison du germe, le riz complet risque, en contrepartie, de sabimer plus vite. il faut donc toujours garder un il sur la date de peremption. le riz complet est par ailleurs soupconne de contenir des metaux lourds, notamment de larsenic, qui se trouve surtout dans lenveloppe du grain de riz. dou sa teneur en arsenic plus elevee que celle du riz blanc. dans certains cas, larsenic peut provoquer des troubles gastro-intestinaux, des problemes respiratoires, mais aussi le cancer ou des maladies cardiovasculaires. il ny a pour autant pas lieu de paniquer: selon loffice federal de la sante publique, la question de larsenic est surtout pertinente pour lalimentation des enfants en bas age, a qui, dans le doute, il vaut mieux donner du riz blanc a manger, explique patrik jauch. selon lui, la consommation de riz complet par des adultes dans le cadre dune alimentation equilibree avec une alternance des feculents, ne pose aucun probleme. malgre les benefices sur la sante, patrik jauch ne vante pas activement les merites du riz complet dans son cabinet daltdorf (ur). je ne recommande pratiquement jamais le riz complet. jessaie plutot dencourager mes patients a aller vers des produits a base de cereales completes, comme le pain complet ou de bonnes pates completes, plus plaisantes a consommer, explique-t-il.",set(),set(),neutral,0.5529350638389590,positive,0
labsence de bornes a domicile freine lessor de lelectrique,mobilite,"lessor de la voiture electrique pourrait etre davantage rapide en suisse. cest en tout cas le constat du barometre tcs 2023 sur la mobilite electrique, paru mercredi. pas moins de 110751 voitures purement electriques etaient immatriculees en suisse en 2022. ce montant sest eleve a environ 155500 en 2023. selon 65% des personnes interrogees par lassociation, labsence de bornes de recharge a domicile est le facteur principal qui les empecherait dacquerir un de ces vehicules. dapres letude, 53% des proprietaires de voitures electriques possedent une place de parc ou un garage avec un branchement electrique, 36% disposent dune borne de recharge privee et 23% recourent a une pompe publique proche de leur domicile, tandis que 12% nont pas cette possibilite et doivent se deplacer plus loin. en outre, 14% des sondes peuvent profiter des places de parc de leur lieu de travail pour recharger leur vehicule. les arguments contre lacquisition dune voiture electrique sont multiples, mais ceux qui reviennent le plus souvent des personnes sondees sont le prix (41%) et la crainte de ne pas toujours trouver une borne de recharge electrique toujours disponible (34%). pour un tiers des sondes, lautonomie est aussi un facteur determinant. en revanche, le principal argument avance par les sondes pour acheter un de ces vehicules reste la durabilite et un bilan carbone respectueux du climat (47%). un dixieme des personnes interrogees affirme que la menace dune penurie delectricite retarde leventuel achat dune voiture electrique. autrement, le prix croissant de lenergie et du carburant ne semble jouer quun role minime sur la prise de decision des consommateurs.",{'suisse'},set(),neutral,0.6071696281433110,negative,0
les inondations dans le nord de la france vont couter 550 millions deuros,assurances,"la caisse centrale de reassurance francaise (ccr) a estime mercredi a 550 millions deuros (529 millions de francs) le cout des inondations pris en charge dans le cadre du regime de catastrophe naturelle dans les hauts-de-france, dont au moins la moitie a sa charge. la facture annoncee par le reassureur public, qui vaut pour lensemble du marche de lassurance, est une premiere estimation, qui pourra etre revisee. les assureurs disent se mobiliser: lundi, leur federation professionnelle a invite ses membres a verser aux assures sinistres une avance dans les jours suivant la demande dacompte apres une premiere evaluation. il faut dire que le ministre de leconomie bruno le maire avait appele quelques heures plus tot les assureurs a ne pas pinailler. le pas-de-calais a ete touche pendant plus de deux semaines par des inondations a repetition, qui ont commence au passage de la tempete ciaran. elles ont fait cinq blesses legers depuis le 6 novembre, et de tres importants degats materiels. dans le departement, la riviere canche est passee mercredi en vigilance jaune. la decrue est en cours, mais elle est lente et des debordements importants peuvent toujours etre constates, selon le site vigicrues. laa, qui avait fortement deborde ces derniers jours, est desormais classee en vert, la hem en jaune. le cout total des sinistres  tremblement de terre, secheresse, autres inondations ou submersions en marge de tempete...  depasse le milliard deuros cette annee pour la ccr, soit peu ou prou les primes percues a ce titre. le regime dedie aux catastrophes naturelles a ete deficitaire 6 des 7 dernieres annees et a du puiser dans ses reserves, qui sont passees denviron 4,5 milliards deuros en 2016 a 2 milliards deuros au debut de lannee, rappelle edouard vieillefond, directeur general de la ccr. ce deficit chronique du regime pose la question de son financement, aujourdhui par une surprime de 12% sur les contrats dassurance habitation. la federation professionnelle france assureurs sest prononcee mi-octobre pour une augmentation a 18% de cette surprime. la ccr penche en faveur dune montee a 19% dans un premier temps et a 22% dici 2050. les evenements catastrophiques sont de plus en plus frequents avec des intensites de plus en plus fortes, ce qui etait catastrophique il y a vingt ans devient presque recurrent et on se prepare a pire dans vingt ans avec le rechauffement climatique, estime edouard vieillefond.",set(),set(),neutral,0.6044674515724180,negative,0
les quatre derniers membres de bts rejoignent a leur tour larmee,k-pop,"les quatre derniers membres du mythique groupe k-pop bts nayant pas encore effectue leur service militaire ont entame le processus pour rejoindre larmee sud-coreenne, a annonce, mercredi, leur label. le septuor  a qui disney+ a consacre un documentaire  est devenu en dix ans un phenomene culturel mondial, a rapporte des sommes colossales a leconomie sud-coreenne, et est suivi par une legion internationale de fans connue sous le nom darmy. mais tous les hommes sud-coreens physiquement aptes doivent effectuer un service militaire dau moins 18 mois. apres un debat de plusieurs annees sur la question de savoir si bts meritait une exemption, jin, laine du groupe, a commence son service en decembre, son camarade j-hope en avril, et un troisieme membre, suga, en septembre. les quatres membres restants du groupe  rm, jimin, v et jung kook  devraient bientot commencer le leur, a declare dans un communique leur label, bighit music. nous souhaitons informer nos fans que rm, jimin, v et jung kook ont entame le processus denrolement dans larmee, a annonce le label. nous vous demandons de continuer a aimer et a soutenir rm, jimin, v et jung kook jusqua ce quils terminent leur service militaire, ajoute le communique. les analystes sinterrogent sur lavenir du groupe une fois que les sept membres auront ete liberes de leurs obligations militaires. certaines stars masculines de la k-pop ont eu du mal a reprendre leur carriere, apres leur passage sous les drapeaux, dans une industrie ou les artistes sont facilement remplacables. lan dernier, bts avait annonce prendre une pause, invoquant lepuisement et la volonte de ses membres de se consacrer a leur carriere en solo. certains y ont vu une consequence du spectre de la conscription. lagence hybe a cependant annonce en septembre, que les sept membres du groupe avaient tous renouvele leurs contrats avec elle, ce qui laisse entendre quils ont lintention de reprendre leur carriere, une fois revenus a la vie civile.",set(),set(),neutral,0.6436805725097660,positive,0
il ny aura peut-etre pas de duel messi - ronaldo en fevrier,football,"linter miami de lionel messi et al-nassr de cristiano ronaldo devaient saffronter en fevrier, en arabie saoudite. cest en tout cas ce qui avait ete annonce. mais ce duel, qui aurait pu etre lune des dernieres confrontations, voire la derniere, entre les deux geants du xxie siecle, naura peut-etre pas lieu. une annonce a ete faite aujourdhui (ndlr: hier) affirmant que le fc inter miami devait jouer la riyadh season cup. cest inexact, a explique le club americain dans un communique, laissant planer le doute sur le deroulement de cette partie. linter avait ete invite pour participer a cette competition amicale traditionnelle, un tournoi a trois clubs avec les equipes saoudiennes de al nassr et al-hilal (le club de neymar, blesse pour plusieurs mois). lionel messi, huit fois ballon dor, et cristiano ronaldo, cinq fois ballon dor, se sont affrontes directement a 37 reprises dans leur carriere, dont 30 fois dans le clasico espagnol, lorsque largentin jouait a barcelone et le portugais au real madrid. selon les statisticiens du football, messi a gagne 17 fois et ronaldo 11 fois, pour neuf matches nuls. la derniere confrontation entre les deux superstars sest deroulee le 19 janvier 2023, a riyad, lors dun match amical remporte 5-4 par le psg de lionel messi, face a une selection des meilleurs joueurs evoluant en arabie saoudite, conduite par son capitaine ronaldo.",{'arabie saoudite'},set(),neutral,0.5182279944419860,negative,0
le prix interallie decerne a gaspard koenig,litterature,"le prix interallie, lun des principaux prix litteraires francais, a ete remis mercredi, a gaspard koenig, pour humus, fiction sur deux jeunes ingenieurs en agronomie, critiques de lagriculture intensive. ce roman, publie en aout par les editions de lobservatoire, a egalement remporte le prix jean giono. et il avait ete parmi les finalistes des prix goncourt et renaudot. gaspard koenig, 40 ans, setait fait connaitre grace a la litterature, avec son premier roman en 2004. puis il a fait des detours par la philosophie, lessai et la politique. avec ce livre, je reviens au roman et cest un plaisir davoir cette reconnaissance, a declare le laureat, apres la proclamation du prix, au restaurant lasserre a paris. a travers le roman, on peut dire beaucoup. cest plus puissant. jai pu aller au bout des idees de mes personnages, et je ne tranche pas. puis, surtout, il y a le plaisir de la creation, qui me donne envie de continuer, a-t-il ajoute. le jury exclusivement masculin de ce prix litteraire, cree en 1930, qui couronne de preference les journalistes, avait retenu dans sa derniere selection cinq hommes. il na pas devoile comment setait deroule le vote. ca sest decide assez vite. on pensait que gaspard koenig aurait dautres prix avant linterallie et donc, pour nous, cest un prix qui nous a paru une evidence, a explique a lafp, un membre du jury, christophe ono-dit-biot.",{'france'},set(),neutral,0.5337817668914800,positive,0
berne veut des mesures pour attenuer les hausses de loyers,logement,"lueur despoir pour les locataires: le conseil federal veut introduire des mesures realisables a court terme pour attenuer les hausses de loyers. il a charge mercredi le departement de leconomie (defr) de preparer un projet de revision de lordonnance sur le bail a loyer qui doit etre mis en consultation lete prochain. le gouvernement releve quil faut sattendre a ce que, apres une premiere augmentation le 1er juin dernier, le taux dinteret de reference, qui suit les taux hypothecaires, reparte a la hausse. et si on tient compte dautres facteurs, on pourrait observer des hausses de loyer denviron 15% en un laps de temps relativement court. le conseil federal veut donc agir sur plusieurs points. a savoir diminuer la possibilite de repercuter linflation sur le loyer. actuellement, une hausse de loyer destinee a compenser le rencherissement ne peut pas exceder 40% de ce rencherissement. ce ne sera plus que 28% a lavenir. il veut aussi supprimer la repercussion forfaitaire des augmentations generales des couts. aujourdhui, il est en effet frequent de voir les commissions de conciliation accepter des forfaits de 1 a 2% de hausse, sans justificatif. ce ne sera peut-etre plus possible. seules les augmentations dument attestees seront autorisees, explique-t-il. il faudra en outre mentionner les niveaux precedents et actuels du taux dinteret de reference et du rencherissement sur la formule de communication du loyer initial. enfin, les bailleurs devront noter, sur la formule de notification des hausses de loyer, la possibilite dinvoquer des criteres de couts absolus, comme un rendement excessif ou les loyers usuels dans le quartier, pour contester une augmentation de loyer.",set(),set(),neutral,0.6280571818351750,negative,0
la politique russe de grace libere un cannibale sataniste,guerre en ukraine,"le kremlin a indique, mercredi, maintenir sa politique de grace presidentielle pour les prisonniers acceptant de combattre en ukraine, apres que la presse russe a revele la liberation dun homme condamne pour des meurtres satanistes et cannibales. nikolai ogolobiak, condamne a 20 ans de prison en 2010, a ete gracie par le president vladimir poutine et est rentre chez lui, debut novembre, selon le portail dinformation 76.ru, de la region de iaroslavl, ou linteresse sest installe et ou ses crimes avaient ete commis. a lepoque, ces meurtres avaient defraye la chronique et choque la russie. cette grace et celles dautres repris de justice, a linstar dun des complices de lassassinat, en 2006, de la journaliste anna politkovskaia, ont ouvert un timide debat en russie sur le bien-fonde de cette politique. pour autant, le kremlin, interroge une nouvelle fois sur le sujet, mercredi, ne prevoit pas de changement. la question nest pas nouvelle, elle a ete soulevee a plusieurs reprises, et actuellement tout le monde regarde de pres ces listes de gracies, a releve dmitri peskov, le porte-parole de vladimir poutine. mais je le repete, il sagit de conditions de grace precises, liees a une presence en premiere ligne, a une duree certaine passee en premiere ligne, liees a une participation a des groupes dassaut, et cest apres ca quil y a grace, a-t-il explique, ajoutant quil ny a aucune revision de cette politique. des familles de victimes dans dautres affaires ont denonce cette mesure, dautant quelles navaient pas ete prevenues de ces liberations. interroge sur le sujet, debut novembre, dmitri peskov avait defendu ces graces, estimant que les personnes condamnees, y compris pour des crimes graves, expient leur crime par le sang sur le champ de bataille. des dizaines de milliers de detenus russes ont rejoint le front en ukraine, souvent dans le cadre de contrats avec des formations paramilitaires, comme le groupe wagner. sils survivent a six mois de combats, ils sont eligibles pour une grace. ces hommes ont souvent servi dans les zones les plus dangereuses du front et, de laveu meme du defunt patron de wagner, evgueni prigojine, ont ete utilises comme de la chair a canon. quant a lui, le president ukrainien, volodymyr zelensky, a estime, mercredi, qua ce stade, larmee russe a fait des prisonniers sa principale source de compensation des pertes sur le champ de bataille. selon le site 76.ru, qui dit avoir interroge le pere de nikolai ogolobiak, 33 ans, ce dernier a ete grievement blesse et est aujourdhui handicape. lui et cinq autres jeunes, tous adolescents au moment des faits et se reclamant dune secte sataniste, avaient ete condamnes pour les meurtres rituels de quatre autres adolescents, quils avaient decoupes avant de manger des morceaux de leurs cadavres.","{'ukraine', 'russie'}",set(),neutral,0.508754551410675,positive,0
une marche blanche reunit des milliers de personnes a romans-sur-isere,mort de thomas,"plusieurs milliers de personnes ont defile en silence mercredi a romans-sur-isere derriere de grandes banderoles thomas, on taime, justice pour thomas, en hommage au lyceen de 16 ans decede dimanche de blessures recues en marge dun bal dans le petit village de crepol. en tete de cortege, une quinzaine de jeunes du club de rugby du rc romans peage ont marche avec les maillots bleus du club barre dun thomas repose en paix, en memoire de leur jeune capitaine. les sportifs ont forme une haie dhonneur a larrivee du cortege dans le stade, environ trente minutes plus tard. votre presence en nombre temoigne de lattachement extraordinaire que procurait thomas quand on croisait son chemin, a salue dans le stade un representant des organisateurs de la marche qui sest terminee par un lacher de ballons accompagne dune minute dapplaudissements, suivi dun temps de recueillement. dans la foule reunissant quelque 6000 personnes selon les gendarmes, on pouvait voir beaucoup de t-shirts blancs, certains ornes dun portrait de ladolescent. elles ont defile derriere une grande banderole en tissu blanc ou etait inscrit thomas on taime, avec un grand cur. les violences ont aussi fait huit blesses, dont deux jeunes de 28 et 23 ans hospitalises en urgence absolue, dans un etat en voie damelioration, sans pronostic vital engage. selon le parquet, tout a commence dans la nuit de samedi a dimanche quand une dizaine de jeunes ont tente de sintroduire dans la salle communale de crepol ou se tenait un bal sur invitation. lun deux a blesse dun coup de couteau un vigile qui tentait de le bloquer. des participants inscrits a la soiree sont intervenus, sen est suivie une rixe a lexterieur du batiment, selon le parquet. neuf suspects ont ete interpelles mardi et places en garde a vue dans le cadre de lenquete pour meurtre et tentatives de meurtres en bande organisee menee par les gendarmes. parmi eux, le principal suspect, age de 20 ans, formellement designe comme auteur du coup de couteau mortel. mercredi matin, lemotion regnait dans le village de crepol, presque desert. que de jeunesses bafouees, volees, detruites par linconscience de la violence sous toutes ses formes au fil des generations, a ecrit une main anonyme dans le livre blanc ouvert par la mairie. on est tous thomas, cest une horreur, confie alexis, un jeune venu de romans-sur-isere avec deux amies, pour qui ca aurait pu etre ma sur, mon frere. la municipalite a mis ses drapeaux en berne, quelques roses et bougies ont ete deposees devant les portes dentree de la salle des fetes, sous scelles. sur le sol gisent des debris de pots en plastique ou on peut lire fete et crepol, des taches de sang maculent encore le goudron. les obseques de thomas sont prevues vendredi dans le village de saint-donat-sur-lherbasse, voisin de crepol, selon le quotidien le dauphine libere.",{'schweiz'},{'berne'},neutral,0.6524993777275090,positive,0
lausanne soffre enfin le scalp de fribourg,hockey sur glace,"lausanne tient enfin son premier succes de la saison contre fribourg. apres deux defaites concedees a l'issue des prolongations, la formation entrainee par geoff ward a domine (6-3) gotteron, le leader du championnat de national league. les lions ont force la decision durant l'ultime periode, pour faire chavirer une vaudoise arena qui affichait presque complet. ce troisieme duel entre vaudois et fribourgeois a, une fois encore, offert une opposition particulierement accrochee. il a debute sur les chapeaux de roues, entre deux equipes qui affichaient au coup d'envoi des dynamiques opposees. lance plein axe, andrey bykov (3e, 0-1) s'est enfonce dans la zone defensive lausannoise pour tromper ivars punnenovs d'un tir bien place. une reussite qui venait alors recompenser une entame de rencontre a l'avantage des dragons. contraints de faire le dos rond dans un premier temps, comme quatre jours plus tot lors de leur succes de prestige decroche devant zoug, les lions ont ensuite mis peu a peu leur patte sur la partie. c'est donc fort logiquement que robin kovacs (16e, 1-1), au terme d'un superbe solo ou il s'est successivement joue de raphael diaz puis de reto berra, a remis les compteurs a zero. en confiance, les lausannois ont pris l'avantage sur leur premier jeu de puissance de la soiree. tres en vue, ken jager (24e, 2-1) a ete le plus prompt a reagir pour pousser le puck au fond des filets apres un rebond accorde par le portier international de gotteron sur un tir initial de damien riat. cette reussite a paradoxalement reveille les fribourgeois, qui s'etaient endormis apres leur ouverture du score. jacob de la rose (29e, 2-2), a la conclusion d'un bon travail preparatoire de l'ancien lion christoph bertschy et de ryan gunderson a permis a ses couleurs de recoller au score d'une subtile deviation. le chasse-croise entre les deux formations s'est poursuivi dans les vingt dernieres minutes. et c'est le lhc, pour la premiere fois de l'exercice, qui a eu le dernier mot grace a tim bozon (44e, 3-2) et jiri sekac (53e, 4-2). l'international francais, qui s'est offert un double dans la cage vide, a confirme son statut de meilleur buteur du club vaudois avec desormais neuf reussites. la reussite de julien sprunger (55e, 4-3), qui avait trouve le montant lorsque le score etait de parite (30e), n'a fait que raviver les regrets cote fribourgeois. ce nouveau revers confirme la meforme actuelle des hommes de christian dube, battus pour la sixieme fois sur ses sept dernieres sorties. du cote de malley, le moral est au beau fixe avec un sixieme succes obtenu au cours de leurs huit derniers matches.",{'suisse'},"{'fribourg', 'lausanne', 'zoug'}",neutral,0.5814481377601620,positive,0
capela et les hawks concedent un 3e revers de rang,basketball  nba,"mauvaise passe pour clint capela et les hawks. battus a domicile par les pacers de lindiana, ils ont subi une 3e defaite de rang (152-157). avec un bilan desormais negatif (6 victoires, 7 defaites), atlanta recule au 10e rang de la conference est. le pivot genevois, aligne durant 19 minutes, a inscrit 14 points et a capte cinq rebonds. insuffisant toutefois pour remporter la victoire dans une partie comptant egalement pour le in-season tournament. les pacers et les lakers ont decroche a cette occasion leur billet pour les quarts du tournoi in-season mis en place cette annee par la nba, au cours dune soiree qui a vu lebron james devenir le premier joueur a depasser la barre des 39000 points inscrits. je nai pas vraiment eu le temps de penser a ce que ca representait, a commente la superstar des lakers, a propos de son nouveau record (39014 points inscrits en tout). il y a eu tellement de grands joueurs et de grands marqueurs dans cette ligue depuis le debut, a ajoute celui qui dispute cette annee sa 21e saison en nba. deja meilleur marqueur de lhistoire de la nba depuis quil a depasse le legendaire pivot des bucks et des lakers kareem abdul-jabbar, la saison derniere, james a inscrit 17 points dans la facile victoire de los angeles, egalement porte par anthony davis (26 points, 16 rebonds), face au jazz dutah (131-99). elle permet aux angelenos de decrocher leur billet pour les quarts de finale du in-season tournament mis en place depuis cette annee par la nba, un tournoi organise dabord par groupes avant une phase finale. toutes les rencontres disputees pour ce tournoi, a lexception de la finale, comptent egalement pour le classement de saison reguliere. dans les autres rencontres de la soiree, phoenix sest impose 120-107 face aux trail blazers de portland, avec 31 points de kevin durant, qui est grimpe a la 11e place des meilleurs marqueurs de lhistoire de la nba (27331 points au total), et orlando a battu toronto 126-107. a philadelphie, les sixers du mvp de la saison derniere joel embiid (32 points, 13 rebonds) se sont inclines en prolongation 122-119 face aux cavaliers de cleveland. les quarts de finale du tournoi nba auront lieu les 4 et 5 decembre. les demi-finales (7 decembre), puis la finale (9 decembre), seront organisees a las vegas.",set(),set(),negative,0.7953673601150510,negative,-1
"axl rose, leader du groupe guns n roses, accuse dagression sexuelle",etats-unis,"le leader du groupe de rock de legende guns n roses, axl rose  william bruce rose de son vrai nom  est accuse dune agression sexuelle en 1989 par un mannequin americain, sheila kennedy, selon un document de la justice de new york. selon cette plainte au civil enregistree ce 22 novembre et revelee par le magazine rolling stone, axl rose, ne en 1962, serait responsable dune agression sexuelle et de violences contre la plaignante, mannequin et actrice dans les annees 1980 et qui a le meme age que son agresseur presume. les faits se seraient produits en 1989 dans une chambre dhotel de new york, apres une rencontre en boite de nuit et de premiers echanges consensuels qui auraient degenere. sheila kennedy a ete lune des vedettes du magazine americain erotique penthouse en 1983. rose avait pris pour cible kennedy en 1989 quand il etait au sommet de sa reussite commerciale avec le groupe de legende du hard rock guns n' roses, soutient la plainte visee par la justice new-yorkaise. rose sest servi de sa renommee, de son statut et de son pouvoir en tant que celebrite et artiste de lindustrie musicale pour etre en mesure de manipuler, controler et agresser kennedy sexuellement et avec violences, selon la plainte devant la cour supreme de letat de new york pour la ville de new york, une juridiction de premiere instance. resultat de lagression sexuelle commise par rose, kennedy a souffert de detresses emotionnelles, physiques, financieres et psychologiques, note encore le document. forme en 1984, guns n roses est lun des groupes les plus populaires de lhistoire du rock et a ete intronise au rock & roll hall of fame en 2012. ses membres originaux sont axl rose, saul slash hudson et michael duff mckagan. depuis novembre 2022, une loi de letat de new york permet, mais seulement pendant un an, aux victimes de violences sexuelles de porter plainte au civil pour des faits criminels ou delictuels prescrits.",{'etats-unis'},set(),neutral,0.5147310495376590,positive,0
"partis faire du camping, quatre ados ne sont jamais rentres",royaume-uni,"la tragedie fait les gros titres de la presse britannique. quatre adolescents partis faire du camping pres du parc national de snowdonia (pays de galles) ont ete retrouves morts mardi. leur voiture etait sur le toit, partiellement immergee, dans un fosse au bord dune route isolee. les autorites tentent desormais declaircir les circonstances de ce drame ayant coute la vie a jevon, 16 ans, harvey, 17 ans, wilf, 17 ans, et hugo, 18 ans. selon les premiers elements de lenquete, il semble que le conducteur ait perdu le controle du vehicule, celui-ci finissant sa course dans leau, au fond dun fosse. jai limpression de vivre un cauchemar dont jaimerais pouvoir me reveiller. je voulais dire que japprecie la gentillesse des gens mais quaucun message ne maidera a surmonter cela, a ecrit sur facebook crystal owen, la maman de harvey. les quatre copains, qui navaient aucune experience du camping, ont quitte leur commune anglaise de shrewsbury (shropshire) samedi, direction le nord du pays de galles. ils ont fait une halte a harlech, a 120 kilometres plus a louest, ou ils ont passe la nuit chez le grand-pere de lun dentre eux, relate le daily mail. le quatuor a ete vu vivant pour la derniere fois dimanche vers 11 h, alors quil prenait la direction du parc national de snowdonia dans des conditions meteo execrables. la police pense que laccident est survenu peu apres le depart des jeunes, ce dimanche matin-la. leur voiture a en effet ete retrouvee a une dizaine de kilometres au nord de harlech. il est donc fort probable que les victimes soient restees 48 heures sans etre retrouvees. il sagit dune region tres isolee et le temps etait tres mauvais, de sorte que la voiture na tout simplement pas pu etre vue de la route, explique une source proche de lenquete. la maman de harvey ignorait que son fils partait faire du camping. si javais su, je ne laurais pas laisse partir dans ces conditions hivernales, assure-t-elle a la bbc. sur instagram, la petite amie de wilf lui a rendu un poignant hommage: merci de mavoir aimee infiniment, je promets den faire de meme pour toi, mon doux ange. je ne peux imaginer mon monde sans toi, a notamment ecrit maddi corfield. mercredi, un restaurant du coin, dont les proprietaires connaissaient certaines des victimes, organise une veillee en memoire des quatre amis.",{'royaume-uni'},set(),negative,0.9826247096061710,negative,-1
